id,user,text,date,bueno,malo,grosero,amable,cortés,descortés,agresivo,pasivo,neutral
1589250365802913793,FicoGutierrez,"¿Esta es la “explosión controlada”? Que hoy Colombia sea reconocida a nivel mundial como una de las economías más débiles del planeta y con la moneda más devaluada, debería llenar de vergüenza no solo al gobierno sino a todos sus aliados… ",06-11-2022,0.00022144107788335532,0.8047806024551392,0.03093861974775791,0.00033912196522578597,0.0018442005384713411,0.13263031840324402,0.023911885917186737,0.004336338024586439,0.000997512717731297
1589000063937716224,FicoGutierrez,"Señor Ministro Ocampo, las empresas y los empresarios, no generan pánico ni tampoco generan optimismo, generan empleo y riqueza. Si es que ustedes los dejan. ",05-11-2022,0.002115505049005151,0.0020433971658349037,0.0021426095627248287,0.37888139486312866,0.0030985523480921984,0.00622742110863328,0.003963554743677378,0.10985618084669113,0.49167147278785706
1588879746397503490,FicoGutierrez,"Colombia, más pobre...y apenas van tres meses. ",05-11-2022,0.008408278226852417,0.017138298600912094,0.053451113402843475,0.018402189016342163,0.006479580421000719,0.3905620574951172,0.018055493012070656,0.3109399080276489,0.17656303942203522
1588640453343477760,FicoGutierrez,Que dolor 🙏🏻 ,04-11-2022,0.006187812425196171,0.037833359092473984,0.0728844404220581,0.048600390553474426,0.04271174594759941,0.31830650568008423,0.11721968650817871,0.2330816686153412,0.12317430973052979
1588571748420571136,FicoGutierrez,@Ktoxicaa Y siguen las bodegas con las mentiras. Ese fue el relato que crearon desde la campaña. Si alguien combatió esa “Oficina” fui yo. O es que me quieren matar por ser querido con ellos?,04-11-2022,0.0006378612015396357,0.030284488573670387,0.014412463642656803,0.0018884375458583236,0.008091903291642666,0.08778935670852661,0.7926945090293884,0.04154796898365021,0.02265300787985325
1588570832506589184,FicoGutierrez,"Ahora sí nos jodimos pues. 
Como sino fuera suficiente con los desadaptados y vándalos que tenemos en el país, ahora nos traen a la Alemana de la primera línea. 
Pobre país.
El gobierno defendiendo criminales como Márquez y la primera línea, en vez de defender a los ciudadanos.",04-11-2022,0.0008846537675708532,0.5844599008560181,0.009003527462482452,0.001027778023853898,0.0045534358359873295,0.09588653594255447,0.2929316759109497,0.007537751458585262,0.003714701859280467
1588522846401486848,FicoGutierrez,"Toda mi solidaridad con Julieth @JotaRincon_ .
Rechazo las amenazas que ha recibido en su contra. 
Esperamos que se le brinde todo el acompañamiento y se le garantice la vida. ",04-11-2022,0.002729155356064439,0.007316139526665211,0.003337685950100422,0.324268102645874,0.0042761024087667465,0.009650476276874542,0.5987807512283325,0.019380271434783936,0.030261313542723656
1588230826298265600,FicoGutierrez,"Federico Gutiérrez hace un llamado desesperado al presidente Gustavo Petro ante devaluación del peso: “Esto no es un juego, piense en el país” ",03-11-2022,0.0006990247056819499,0.003581713419407606,0.0018339746166020632,0.002044298453256488,0.0011616600677371025,0.01018508244305849,0.9432254433631897,0.02195541188120842,0.015313425101339817
1587999735000055809,FicoGutierrez,"Presidente @gustavopetrourrego por favor haga un alto en el camino y escuche a los expertos. Piense en el país. Esto no es un juego. Usted ya ganó, no estamos en campaña. 
Si le va mal a usted, le va mal a Colombia 🇨🇴.
Ojalá le vaya bien a usted y de esa forma a todos. ",03-11-2022,0.0028123953379690647,0.0028717638924717903,0.002632178831845522,0.44491514563560486,0.0009146261145360768,0.01080244779586792,0.12277187407016754,0.21664872765541077,0.19563087821006775
1587956542283943936,FicoGutierrez,Feliz cumpleaños para mi MEDELLÍN del alma 😍🥳 ,02-11-2022,0.01339484192430973,0.0027005865704268217,0.01473525445908308,0.6572309732437134,0.018891392275691032,0.1072547510266304,0.011603237129747868,0.08236725628376007,0.09182172268629074
1587893278522884096,FicoGutierrez,"@dona_pily2 Ahh y si no invitan….
Un abrazote para las 3.  
Gracias siempre por todo. 
Las quiero mucho.",02-11-2022,0.006817030720412731,0.0006306662689894438,0.009073113091289997,0.8052533268928528,0.0013834387063980103,0.02330286242067814,0.0038342922925949097,0.09102820605039597,0.058677081018686295
1587850279482974208,FicoGutierrez,"Presidente @petrogustavo por favor haga un alto en el camino y escuche a los expertos. Piense en el país. Esto no es un juego. Usted ya ganó, no estamos en campaña. 
La situación es grave. El $ Colombiano 🇨🇴 está más devaluado con respecto al Dólar, que la moneda Argentina 🇦🇷. ",02-11-2022,0.00023029455041978508,0.6455599665641785,0.005041454453021288,0.007568851578980684,0.0007817433797754347,0.010065967217087746,0.2441777139902115,0.07662508636713028,0.009948923252522945
1587590432820797440,FicoGutierrez,"Dólar superó los $5 mil. 
No sería correcto ni preciso decir, que el dólar sube solamente por las acciones de un gobierno….
Pero lo cierto es que el peso Colombiano es una de las monedas más devaluadas del mundo…
… mensajes equivocados del gobierno a los mercados…. ",01-11-2022,0.002389003988355398,0.19292715191841125,0.111758291721344,0.00615624338388443,0.003891699481755495,0.29665037989616394,0.03773448243737221,0.22595266997814178,0.12254012376070023
1587539250165186563,FicoGutierrez,"El afán de reestablecer las relaciones comerciales y económicas con Venezuela 🇻🇪 no puede volver ciego al Gobierno Petro 🇨🇴 , respecto a la vulneración sistemática de los derechos humanos, libertades y la comisión de conductas delictivas del régimen de Nicolás Maduro.",01-11-2022,0.008440903387963772,0.06435862183570862,0.021143320947885513,0.022786641493439674,0.006455137860029936,0.3603735864162445,0.07794380933046341,0.18961764872074127,0.24888037145137787
1587484462799110145,FicoGutierrez,"El Dólar supera los $5.000
Es lo que algunos llamaban las “Explosión Controlada”.
Afecta a todos, en especial a los más pobres.",01-11-2022,0.023025359958410263,0.03435888886451721,0.037628769874572754,0.039138540625572205,0.015626994892954826,0.24167245626449585,0.07990223914384842,0.36695772409439087,0.16168910264968872
1587243506925535232,FicoGutierrez,"Seguramente están convencidos que entre más amenacen, asesinen, torturen  y destrocen ciudades, más rápido les llegará el indulto. ",01-11-2022,0.0008005888666957617,0.01160794124007225,0.021145116537809372,0.001590877422131598,0.0012372415512800217,0.054709356278181076,0.8986546993255615,0.0023016014602035284,0.007952507585287094
1586772517427023872,FicoGutierrez,"Gracias a nuestras mujeres de la @FCFSeleccionCol sub 17.
Son nuestras campeones.
Que orgullo 🙏🏻🙏🏻👏🏻👏🏻👏🏻💥💥🇨🇴🇨🇴🇨🇴🇨🇴 ",30-10-2022,0.06667757034301758,0.0015351659385487437,0.013070828281342983,0.6596990823745728,0.004707167390733957,0.06811590492725372,0.01194054540246725,0.10312644392251968,0.07112737745046616
1586491020161667072,FicoGutierrez,"En 1 año serán las elecciones 🗳️ locales y regionales.  Desde nuestro movimiento Cívico, Ciudadano e Independiente #CREEMOS ,  buscaremos las mejores candidatas y candidatos a las Alcaldías y Gobernaciones, Concejos y Asambleas. El país 🇨🇴 se recupera desde las regiones. ",29-10-2022,0.016705742105841637,0.00447585666552186,0.04848223552107811,0.08070152252912521,0.007567314431071281,0.06581548601388931,0.014343220740556717,0.4373028576374054,0.32460570335388184
1586416842444312576,FicoGutierrez,"Un gobierno que es vocero de los peores asesinos. 
Defienden a Iván Marquez y a Santrich, sabiendo que no cumplieron el Acuerdo de Paz. 
Así mismo defienden a quienes delinquen. 
La Paz no se logra premiando a criminales.  ",29-10-2022,0.013873578980565071,0.03416438028216362,0.011055249720811844,0.021130342036485672,0.024767713621258736,0.04102279618382454,0.6538639068603516,0.09359119832515717,0.10653084516525269
1586393987375828993,FicoGutierrez,Nuestras mujeres sacando la cara por Colombia 🇨🇴 🙏🏻🙏🏻👏🏻👏🏻👏🏻💥💥🇨🇴🇨🇴🇨🇴🇨🇴 ,29-10-2022,0.07376653701066971,0.0007725643226876855,0.008625192567706108,0.5214738249778748,0.0014719346072524786,0.04945887625217438,0.22740758955478668,0.07965134084224701,0.0373721569776535
1586377301721337863,FicoGutierrez,"La Min-Destroyer

Si en algo pudiera resumirse su gestión sería en su capacidad impresionante para crear pobreza, aumentar la incertidumbre y ahuyentar la inversión. ",29-10-2022,0.001549652311950922,0.002474627923220396,0.15194739401340485,0.0012019469868391752,0.0009467778145335615,0.6923887729644775,0.1038837805390358,0.02862689085304737,0.016980094835162163
1586357402642907140,FicoGutierrez,"Siempre lo dije, Rodolfo era parte del plan de Petro.
La justicia debe resolver rápido su situación jurídica, muy grave por cierto. 
Si la justicia hubiera actuado a tiempo sobre las denuncian de corrupción en su contra, ni siquiera hubiera sido candidato. ",29-10-2022,0.00030541265732608736,0.9364286065101624,0.015801474452018738,0.0006354249198921025,0.0027325793635100126,0.015099101699888706,0.02358483336865902,0.003191347001120448,0.0022212201729416847
1586053585502027777,FicoGutierrez,👏🏻👏🏻👏🏻👏🏻 ,28-10-2022,0.9242703914642334,0.001264330348931253,0.00529291108250618,0.015818949788808823,0.004672080744057894,0.010580454021692276,0.0018042299197986722,0.009072215296328068,0.02722446247935295
1585772622398181376,FicoGutierrez,"Antioquia y Colombia no es de nadie en particular, es de todos. 
No más odio. 
Ojo con quienes solo tienen discurso de división y odio.",27-10-2022,0.0013735659886151552,0.0014404664980247617,0.0077044544741511345,0.07417090982198715,0.00048675539437681437,0.01589513011276722,0.18756292760372162,0.011954686604440212,0.6994110941886902
1585281052389539840,FicoGutierrez,"¡¡¡Son unas tesas, unas duras, las mujeres de nuestra selección Colombia sub 17!!! Todo un orgullo para el país. ¡Vamos por la copa! Felicitaciones a todas y que muchas niñas crezcan viéndolas como referentes de vida. 🇨🇴🇨🇴🇨🇴⚽️⚽️⚽️",26-10-2022,0.7928167581558228,0.0004186047299299389,0.006249239668250084,0.08918284624814987,0.0009340432588942349,0.011158749461174011,0.0051644169725477695,0.07396624237298965,0.02010917477309704
1585257367544872964,FicoGutierrez,"El campo necesita:
+Actualización catastral multipropósito. 
+Vías terciarias 
+Distritos de riego (agua).
+Educación para el campo.
+Seguridad
+Apoyo técnico y tecnología. 
+Insumos Agrícolas. 

Necesario para tener seguridad alimentaria. 🌱 ",26-10-2022,0.023831486701965332,0.016170736402273178,0.08020815998315811,0.12281487882137299,0.013495179824531078,0.3837222158908844,0.0313267856836319,0.13015682995319366,0.19827373325824738
1584892779196399617,FicoGutierrez,"El gobierno Petro nos lleva al abismo. 
Un salto al vacío sin paracaídas.",25-10-2022,0.002280021784827113,0.0171290822327137,0.040675677359104156,0.0024500940926373005,0.0018764752894639969,0.3155885636806488,0.5687630772590637,0.024489406496286392,0.026747537776827812
1584737824641024002,FicoGutierrez,Muy grave este mensaje  para las futuras generaciones. ,25-10-2022,0.0007408366072922945,0.7504013180732727,0.015480290167033672,0.0007897596806287766,0.00032035738695412874,0.014975481666624546,0.214758038520813,0.0016565038822591305,0.0008773391600698233
1584562959992307712,FicoGutierrez,@JuanFOcampoV @activosSAE Que respondan todos los sinvergüenzas. No me importa de que lado estén. No más corrupción.,24-10-2022,0.001884977100417018,0.02455795928835869,0.007122938055545092,0.018172521144151688,0.0017379208002239466,0.015448463149368763,0.12116914242506027,0.0142019959166646,0.7957041263580322
1584562149052932096,FicoGutierrez,"Intención de pasar a la Policía a depender del Ministerio del Interior, es más que clara con lo sucedido ayer. 
Ya veíamos a un vice ministro liberando integrantes de la primera línea y la policía obedeciendo a esta instrucción. 
Muchos frentes abiertos y el país de mal en peor.",24-10-2022,0.08442141115665436,0.7629386782646179,0.008829810656607151,0.0013547524577006698,0.0020748635288327932,0.026256851851940155,0.0568411611020565,0.04712409898638725,0.01015844289213419
1584354380744359936,FicoGutierrez,"Sigan creyendo que la “primera línea” es inofensiva y defienden intereses nobles. 
Terminará siendo uno de los peores problemas de Colombia (que ya es un gran problema) y el peor problema para su aliado, el actual gobierno.",24-10-2022,0.00035575730726122856,0.671629011631012,0.0025302795693278313,0.0009162715869024396,0.00024509435752406716,0.023018913343548775,0.27143165469169617,0.018690379336476326,0.011182596907019615
