id,user,text,date,bueno,malo,grosero,amable,cortés,descortés,agresivo,pasivo,neutral,match
1589279722755612673,sergio_fajardo,"Qué pienso del presidente @petrogustavo, de su equipo de gobierno, de la  #ReformaTributaria, de la@#PazTotal, la @CoaliEsperanza, las elecciones del 2023. Acá están mis respuestas. Les comparto la entrevista con @JuanDiegoAlvira en @RevistaSemana. ",2022-06-11,0.0232182573527097,0.0075888358987867,0.024428779259324,0.0719176828861236,0.0283773150295019,0.1127414181828498,0.0152755053713917,0.3811788558959961,0.3352733254432678,['petrogustavo']
1566474500228759552,sergio_fajardo,@petrogustavo sigue disfrutando la luna de miel del triunfo sin hacer transición de candidato que hace promesas improbables a ser líder de gobierno. Su equipo avanza sin prioridades y sin una narrativa que dé identidad a esta admon. Esa es la lección del mes del nuevo gobierno. ,2022-04-09,0.0013290409697219,0.0054709613323211,0.0056339562870562,0.0016999819781631,0.0016288184560835,0.0477380938827991,0.0111282914876937,0.9138718247413636,0.0114990659058094,['petrogustavo']
1555617872763813888,sergio_fajardo,Gracias @ClaMoralesM por leerme. El problema precisamente es pensar que la corrupción es un lugar común o inherente a la política. Por eso necesitamos conocer cómo pretende el gobierno Petro luchar contra este cáncer. Sin esa lucha no habrá cambio. ,2022-05-08,0.0070303566753864,0.3577398359775543,0.09799325466156,0.0909479930996894,0.0154275568202137,0.3051293790340423,0.0626808404922485,0.0279338229447603,0.0351169370114803,['Petro']
1555356369330511877,sergio_fajardo,Reitero: ningún gobierno logrará un cambio si no apuesta decididamente por luchar contra la corrupción. No conocemos la estrategia del presidente @petrogustavo para enfrentar este flagelo. Propongo acciones concretas para iniciar ese cambio que el país reclama. ,2022-05-08,0.0269639603793621,0.065609186887741,0.2478950768709182,0.0430529713630676,0.0180776361376047,0.1873823404312133,0.1048894673585891,0.0654535144567489,0.2406758368015289,['petrogustavo']
1555162463754133504,sergio_fajardo,Cada día más vigente. En el Congreso de la República se libra la principal batalla contra la corrupción. La película no pinta nada bien. El presidente Petro tiene la palabra. ,2022-04-08,0.0003933032858185,0.8576740622520447,0.0365914292633533,0.0007752025267109,0.0008552551153115,0.0440291948616504,0.0497998408973217,0.0036958204582333,0.0061859879642724,['Petro']
1538644693973667840,sergio_fajardo,Felicitaciones a Gustavo Petro. Le deseo lo acompañe la sabiduría para tranquilizar y cuidar este país adolorido.,2022-06-19,0.0136359026655554,0.0007468746625818,0.003241149475798,0.9354244470596312,0.0008245509816333,0.0095647284761071,0.0011690973769873,0.0172377023845911,0.0181555785238742,"['Gustavo', 'Petro']"
1537504784898576384,sergio_fajardo,"Gustavo: la decencia, el respeto, el reconocimiento y la decencia no son virales. El matoneo es la ley. Quien más grita, insulta y miente es un héroe. Así vamos ",2022-06-16,0.0004254895902704,0.0093052089214324,0.0091000674292445,0.0023171808570623,0.0055990633554756,0.0612378232181072,0.6944102048873901,0.0799143239855766,0.1376906484365463,['Gustavo']
1533912411861811202,sergio_fajardo,"Ni con el @ingrodolfohdez ni con nadie he puesto condiciones o pedido puestos, como están diciendo para desinformar. Nos encontramos para discutir temas importantes para Colombia y de ahí partió la reunión de la semana pasada. He sido coherente siempre, buscando aportar. ",2022-06-06,0.0008052656776271,0.0006930426461622,0.0065001519396901,0.007986213080585,0.0006373602664098,0.0943725854158401,0.2754960060119629,0.2430102080106735,0.3704991638660431,['ingrodolfohdez']
1533458672164159488,sergio_fajardo,"Por considerarlo de interés público, este es el documento de trabajo que habíamos enviado al @ingrodolfohdez ",2022-05-06,0.0114992437884211,0.0061089363880455,0.0157218966633081,0.0599598996341228,0.0152859026566147,0.175329253077507,0.0127617390826344,0.3212596476078033,0.3820735216140747,['ingrodolfohdez']
1533455365546860545,sergio_fajardo,"A propósito de las declaraciones de @ingrodolfohdez ayer y de nuestra reunión para alcanzar un acuerdo programático, compartimos esta declaración y el documento que pusimos a consideración de la campaña del candidato. ",2022-05-06,0.0439437590539455,0.025936858728528,0.0320073217153549,0.0883995369076728,0.022693770006299,0.0979598239064216,0.0416517965495586,0.1999597996473312,0.4474472999572754,['ingrodolfohdez']
